Workcenter,Item Number,Item Desc.,OP,TBC,Setup Hours,Labor Hours,Machine Hrs,SOQ,Projected AU,Prev. AU,Material PN,Material QTY,Material Desc.,Standard Unit Cost,Rolling 12 Months Usage (Actual Sales),Part Weight,Number of Ops,Annual Material Use,MATSUMHLP,Pieces/Hour,Seconds/Piece,Number of Setups,Annual Hours,Annual Setup Hours,Annual Run Hours,Annual Run Hours Based on Rolling 12,Total Annual Hours Rolling 12,DWGA,DWGB
54110,  A008540-22SS,"*DCO2011-334 RING,SEAT SSTL",11,4,0,0.02,0.02,1,0,0,701884,0.169,"*DCO2011-334TUBE, 1.625 S30403",$650.77 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53630,  A008540-22SS,"*DCO2011-334 RING,SEAT SSTL",10,3,5.54,36.45,63.39,1,0,0,701884,0.169,"*DCO2011-334TUBE, 1.625 S30403",$650.77 ,0,0,2,0,0,15,228.2,0,0,0,0,0,0,LNKA,LNKB
53220,   452713-60,*DCO2012-213  DISC/ARM ASM,50,2,0.5,2,2,1,0,0,   452718-17,1,*DCO2012-479  SEAT DISC METAL,$338.33 ,0,0,1,0,0,50,72,0,0,0,0,0,0,LNKA,LNKB
53612,453262,*DCO2012-481 PLUG 12A-2000-5S,10,3,2.34,25,50,1,0,0,703381,0.825,"*DCO2017-380 ROD,RD 1.750 SSTL",$276.00 ,0,0,2,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
54110,453262,*DCO2012-481 PLUG 12A-2000-5S,11,4,0,0.02,0.02,1,0,0,703381,0.825,"*DCO2017-380 ROD,RD 1.750 SSTL",$276.00 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
52010,   003165D-1B,*DCO2013-108  BODY,5,2,1.08,0,0,1,0,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.00 ,0,1,16,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54130,   003165D-1B,*DCO2013-108  BODY,11,4,0,0.02,0.02,53855,14614,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.65 ,0,1,16,100.47,6.28,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54130,   003165D-1B,*DCO2013-108  BODY,11,4,0,0.02,0.02,1,0,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.00 ,0,1,16,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53240,   003165D-1B,*DCO2013-108  BODY,30,2,0,0.04,0.03,53855,14614,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.65 ,0,1,16,100.47,6.28,3333,1.08,0,0,0,0,0,0,LNKA,LNKB
53240,   003165D-1B,*DCO2013-108  BODY,30,2,0,0.04,0.03,1,0,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.00 ,0,1,16,0,0,3333,1.08,0,0,0,0,0,0,LNKA,LNKB
52010,   003165D-1B,*DCO2013-108  BODY,5,2,1.08,0,0,53855,14614,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.65 ,0,1,16,100.47,6.28,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53348,   003165D-1B,*DCO2013-108  BODY,10,3,12.81,0.81,1.4,1,0,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.00 ,0,1,16,0,0,714,5.04,0,0,0,0,0,0,LNKA,LNKB
53348,   003165D-1B,*DCO2013-108  BODY,10,3,12.81,0.81,1.4,53855,14614,0,701273,0.11,"ROD,HEX 0.563 C36000   BRS",$0.65 ,0,1,16,100.47,6.28,714,5.04,0,0,0,0,0,0,LNKA,LNKB
51270,  A008890A-1B,"*DCO2013-133  BODY,LCB BLNK;RC",999,2,0,0,0,1,0,0,  A008890A-1C,1,"*DCO2013-133 CAST,BODY,BLNK;RC",$825.09 ,0,0,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54110,  A008890A-1B,"*DCO2013-133  BODY,LCB BLNK;RC",11,4,0,0.02,0.02,1,0,0,  A008890A-1C,1,"*DCO2013-133 CAST,BODY,BLNK;RC",$825.09 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53880,  A008890A-1B,"*DCO2013-133  BODY,LCB BLNK;RC",10,3,6.84,256.29,445.71,1,0,0,  A008890A-1C,1,"*DCO2013-133 CAST,BODY,BLNK;RC",$825.09 ,0,0,3,0,0,2,1604.56,0,0,0,0,0,0,LNKA,LNKB
53230,   454010-10,*DCO2013-376  BODY MACHINING,25,2,0,2.5,2.5,1,0,0,451542,1,*DCO2013-376  BODY MACHINING,$243.12 ,0,0,3,0,0,40,90,0,0,0,0,0,0,LNKA,LNKB
54110,   454010-10,*DCO2013-376  BODY MACHINING,31,4,0,0.02,0.02,1,0,0,451542,1,*DCO2013-376  BODY MACHINING,$243.12 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53211,   454010-10,*DCO2013-376  BODY MACHINING,20,2,2,10,10,1,0,0,451542,1,*DCO2013-376  BODY MACHINING,$243.12 ,0,0,3,0,0,10,360,0,0,0,0,0,0,LNKA,LNKB
53290,   007579SF-9,*DCO2013-414 SEAT DISC/RET ASM,10,2,0,0.03,0.03,1,0,-99999999,   007579SF-10,1,"*DCO2013-414 RETAINER,SEAT,BRS",$0.00 ,0,0,1,0,0,3333,1.08,0,0,0,0,0,0,LNKA,LNKB
53225, XA003213R-17,"*DCO2013-426  STEM,POPPET",20,2,0.75,0.71,0.61,1,0,0, XA003213R-17B,1,"*DCO2013-426  STEM,POPPET",$391.94 ,0,0,1,0,0,163,21.96,0,0,0,0,0,0,LNKA,LNKB
51020,  A003214-1,"*DCO2014-256  BODY,DFE;INT VLV",30,2,0,0,0,1,0,0,  A003214-1B,1,"*DCO2014-256  BODY,DFE BLNK",$725.62 ,0,0,1,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53845,MVE000050-1,"*DCO2014-341  BODY, MACH; BRNZ",10,2,6,24.17,21.01,1,0,0,MVE000050-1C,1,"*DCO2014-341  CAST,BODY BRNZ",$726.76 ,0,0,2,0,0,4,756.36,0,0,0,0,0,0,LNKA,LNKB
54110,MVE000050-1,"*DCO2014-341  BODY, MACH; BRNZ",11,4,0,0.02,0.02,1,0,0,MVE000050-1C,1,"*DCO2014-341  CAST,BODY BRNZ",$726.76 ,0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53638,   452759-10,"*DCO2014-454  MACH,BODY BRNZ",10,3,2.84,90.5,181,1,0,0,   453012-C,1,"*DCO2014-454 CAST,BODY;BRNZ",$680.55 ,0,0,2,0,0,5,651.6,0,0,0,0,0,0,LNKA,LNKB
53638,   452759-10,"*DCO2014-454  MACH,BODY BRNZ",20,3,2.84,50,100,1,0,0,   453012-C,1,"*DCO2014-454 CAST,BODY;BRNZ",$680.55 ,0,0,2,0,0,10,360,0,0,0,0,0,0,LNKA,LNKB
51020,12540,*DCO2015-046  AIR MOTOR,50,2,0,0,0,1,0,0,12656-125,1,*DCO2015-046  COLLET,"$1,426.06 ",0,0,2,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53220,12540,*DCO2015-046  AIR MOTOR,40,2,2,17,17,1,0,0,12656-125,1,*DCO2015-046  COLLET,"$1,426.06 ",0,0,2,0,0,5,612,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12656-125,1,*DCO2015-046  COLLET,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12656-125,1,*DCO2015-046  COLLET,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12614,1,"*DCO2015-046 HOUSING,AIR MOTOR","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12609,1,*DCO2015-046  MALE NIPPLE,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12606,1,*DCO2015-046  CONN ARM ASSY,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12611,1,*DCO2015-046  LOCK NUT,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12614,1,"*DCO2015-046 HOUSING,AIR MOTOR","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12611,1,*DCO2015-046  LOCK NUT,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12606,1,*DCO2015-046  CONN ARM ASSY,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12612,1,"*DCO2015-046  MUFFLER,CONN ARM","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12609,1,*DCO2015-046  MALE NIPPLE,"$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12612,1,"*DCO2015-046  MUFFLER,CONN ARM","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",20,2,2,5,5,1,0,0,12613,1,"*DCO2015-046  COVER,CONN","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53220,12605,"*DCO2015-046  ATC-MAC,1""WEL",60,2,2,5,5,1,0,0,12613,1,"*DCO2015-046  COVER,CONN","$2,373.07 ",0,0,14,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53852,12836,"*DCO2015-046  BRACKET,CONN VLV",30,2,3,5.5,5.5,1,0,0,M25-015,0.143,*DCO2015-046  1018 CF STL,$0.00 ,0,0,3,0,0,18,198,0,0,0,0,0,0,LNKA,LNKB
53230,12836,"*DCO2015-046  BRACKET,CONN VLV",40,2,0,3,3,1,0,0,M25-015,0.143,*DCO2015-046  1018 CF STL,$0.00 ,0,0,3,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
53218,12836,"*DCO2015-046  BRACKET,CONN VLV",20,2,0,3,3,1,0,0,M25-015,0.143,*DCO2015-046  1018 CF STL,$0.00 ,0,0,3,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
53220,12656-063,*DCO2015-046  COLLET,20,2,3,4.2,4.2,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,23,151.2,0,0,0,0,0,0,LNKA,LNKB
53230,12656-094,*DCO2015-046  COLLET,40,2,0,2.5,2.5,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,40,90,0,0,0,0,0,0,LNKA,LNKB
53220,12656-094,*DCO2015-046  COLLET,20,2,3,4.2,4.2,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,23,151.2,0,0,0,0,0,0,LNKA,LNKB
53852,12656-063,*DCO2015-046  COLLET,30,2,4,12.5,12.5,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,8,450,0,0,0,0,0,0,LNKA,LNKB
53852,12656-094,*DCO2015-046  COLLET,30,2,4,12.5,12.5,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,8,450,0,0,0,0,0,0,LNKA,LNKB
53230,12656-063,*DCO2015-046  COLLET,40,2,0,2.5,2.5,1,0,0,12654,1,"*DCO2015-046  COLLET,,BLNK",$829.55 ,0,0,3,0,0,40,90,0,0,0,0,0,0,LNKA,LNKB
53852,12607,*DCO2015-046  CONN ARM,40,2,3,9,9,1,0,0,M15-034,1.504,*DCO2015-046 6061-T6 RECTANGUL,$0.00 ,0,0,8,0,0,11,324,0,0,0,0,0,0,LNKA,LNKB
53230,12607,*DCO2015-046  CONN ARM,60,2,0,17,17,1,0,0,M15-034,1.504,*DCO2015-046 6061-T6 RECTANGUL,$0.00 ,0,0,8,0,0,5,612,0,0,0,0,0,0,LNKA,LNKB
53218,12607,*DCO2015-046  CONN ARM,20,2,0,3.6,3.6,1,0,0,M15-034,1.504,*DCO2015-046 6061-T6 RECTANGUL,$0.00 ,0,0,8,0,0,27,129.6,0,0,0,0,0,0,LNKA,LNKB
53852,12607,*DCO2015-046  CONN ARM,30,2,6,27.5,27.5,1,0,0,M15-034,1.504,*DCO2015-046 6061-T6 RECTANGUL,$0.00 ,0,0,8,0,0,3,990,0,0,0,0,0,0,LNKA,LNKB
53230,12607-1,*DCO2015-046  CONN ARM,60,2,0,17,17,1,0,0,M15-037,2.085,"*DCO2015-046  6061-T6,REC",$0.00 ,0,0,5,0,0,5,612,0,0,0,0,0,0,LNKA,LNKB
53852,12607-1,*DCO2015-046  CONN ARM,50,2,2,4,4,1,0,0,M15-037,2.085,"*DCO2015-046  6061-T6,REC",$0.00 ,0,0,5,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
53852,12607-1,*DCO2015-046  CONN ARM,40,2,3,9,9,1,0,0,M15-037,2.085,"*DCO2015-046  6061-T6,REC",$0.00 ,0,0,5,0,0,11,324,0,0,0,0,0,0,LNKA,LNKB
53852,12607,*DCO2015-046  CONN ARM,50,2,2,4,4,1,0,0,M15-034,1.504,*DCO2015-046 6061-T6 RECTANGUL,$0.00 ,0,0,8,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
53852,12607-1,*DCO2015-046  CONN ARM,30,2,6,27.5,27.5,1,0,0,M15-037,2.085,"*DCO2015-046  6061-T6,REC",$0.00 ,0,0,5,0,0,3,990,0,0,0,0,0,0,LNKA,LNKB
53218,12607-1,*DCO2015-046  CONN ARM,20,2,0,3.6,3.6,1,0,0,M15-037,2.085,"*DCO2015-046  6061-T6,REC",$0.00 ,0,0,5,0,0,27,129.6,0,0,0,0,0,0,LNKA,LNKB
51020,12613,"*DCO2015-046  COVER,CONN",90,2,0,0,0,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53249,12613,"*DCO2015-046  COVER,CONN",40,2,2,12,12,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,8,432,0,0,0,0,0,0,LNKA,LNKB
53220,12613,"*DCO2015-046  COVER,CONN",30,2,2,6,6,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,16,216,0,0,0,0,0,0,LNKA,LNKB
54110,12613,"*DCO2015-046  COVER,CONN",60,4,0,0.37,0.37,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,27027,0.13,0,0,0,0,0,0,LNKA,LNKB
53230,12613,"*DCO2015-046  COVER,CONN",50,2,0,2,2,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,50,72,0,0,0,0,0,0,LNKA,LNKB
53218,12613,"*DCO2015-046  COVER,CONN",20,2,0,2,2,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,50,72,0,0,0,0,0,0,LNKA,LNKB
54110,12613,"*DCO2015-046  COVER,CONN",31,4,0,0.02,0.02,1,0,0,M11-018,0.173,*DCO2015-046  AMS-QQ-A-225/,$0.00 ,0,0,7,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,12603,"*DCO2015-046  HOUSING,VLV CONN",100,2,0,5,5,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53218,12603,"*DCO2015-046  HOUSING,VLV CONN",20,2,0,3,3,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
51020,12603,"*DCO2015-046  HOUSING,VLV CONN",130,2,0,0,0,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53852,12603,"*DCO2015-046  HOUSING,VLV CONN",40,2,2,4,4,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,25,144,0,0,0,0,0,0,LNKA,LNKB
53661,12603,"*DCO2015-046  HOUSING,VLV CONN",60,3,2,22,44,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,22,158.4,0,0,0,0,0,0,LNKA,LNKB
53852,12603,"*DCO2015-046  HOUSING,VLV CONN",90,2,0,5,5,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53852,12603,"*DCO2015-046  HOUSING,VLV CONN",80,2,3,10,10,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,10,360,0,0,0,0,0,0,LNKA,LNKB
53661,12603,"*DCO2015-046  HOUSING,VLV CONN",50,3,4,50,100,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,10,360,0,0,0,0,0,0,LNKA,LNKB
53852,12603,"*DCO2015-046  HOUSING,VLV CONN",70,2,2,5,5,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53852,12603,"*DCO2015-046  HOUSING,VLV CONN",30,2,2,10,10,1,0,0,M23-003,1.002,"*DCO2015-046  1.5 SQ,12L14 CD","$1,803.69 ",0,0,10,0,0,10,360,0,0,0,0,0,0,LNKA,LNKB
53218,12498,*DCO2015-046  ROTOR PLATE,20,2,0,0.1,0.1,1,0,0,M31-153,0.022,"*DCO2015-046  AMS-5643,COND H",$585.27 ,0,0,3,0,0,1000,3.6,0,0,0,0,0,0,LNKA,LNKB
53220,12498,*DCO2015-046  ROTOR PLATE,40,2,2,5,5,1,0,0,M31-153,0.022,"*DCO2015-046  AMS-5643,COND H",$585.27 ,0,0,3,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53661,12498,*DCO2015-046  ROTOR PLATE,30,3,3,12.5,25,1,0,0,M31-153,0.022,"*DCO2015-046  AMS-5643,COND H",$585.27 ,0,0,3,0,0,40,90,0,0,0,0,0,0,LNKA,LNKB
53230,12604,*DCO2015-046  THRUST WASHER,40,2,0,1,1,1,0,0,M31-036,0.083,*DCO2015-046  AMS-5643,$0.00 ,0,0,2,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
53218,12604,*DCO2015-046  THRUST WASHER,20,2,0,0.4,0.4,1,0,0,M31-036,0.083,*DCO2015-046  AMS-5643,$0.00 ,0,0,2,0,0,250,14.4,0,0,0,0,0,0,LNKA,LNKB
54110,12466,*DCO2015-046 COLLET NUT,31,4,0,0.02,0.02,1,0,0,M21-044,0.042,"*DCO2015-046  4142 CF,H/T",$705.47 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53661,12466,*DCO2015-046 COLLET NUT,30,3,6,31.5,63,1,0,0,M21-044,0.042,"*DCO2015-046  4142 CF,H/T",$705.47 ,0,0,4,0,0,15,226.8,0,0,0,0,0,0,LNKA,LNKB
53230,12466,*DCO2015-046 COLLET NUT,40,2,0,1.2,1.2,1,0,0,M21-044,0.042,"*DCO2015-046  4142 CF,H/T",$705.47 ,0,0,4,0,0,83,43.2,0,0,0,0,0,0,LNKA,LNKB
53218,12466,*DCO2015-046 COLLET NUT,20,2,0,0.2,0.2,1,0,0,M21-044,0.042,"*DCO2015-046  4142 CF,H/T",$705.47 ,0,0,4,0,0,500,7.2,0,0,0,0,0,0,LNKA,LNKB
54110,12538,"*DCO2015-046 HOUSING,AIR MOTOR",31,4,0,0.02,0.02,1,0,0,M31-009,0.787,"*DCO2015-046  ACCUMAXX,AMS","$1,483.22 ",0,0,5,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
51020,12538,"*DCO2015-046 HOUSING,AIR MOTOR",70,2,0,0,0,1,0,0,M31-009,0.787,"*DCO2015-046  ACCUMAXX,AMS","$1,483.22 ",0,0,5,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53218,12614,"*DCO2015-046 HOUSING,AIR MOTOR",20,2,0,0.6,0.6,1,0,0,M31-143,1.385,*DCO2015-046  1.125  AMS-5640,$0.00 ,0,0,5,0,0,166,21.6,0,0,0,0,0,0,LNKA,LNKB
53218,12538,"*DCO2015-046 HOUSING,AIR MOTOR",20,2,0,0.8,0.8,1,0,0,M31-009,0.787,"*DCO2015-046  ACCUMAXX,AMS","$1,483.22 ",0,0,5,0,0,125,28.8,0,0,0,0,0,0,LNKA,LNKB
53230,12538,"*DCO2015-046 HOUSING,AIR MOTOR",40,2,0,5.2,5.2,1,0,0,M31-009,0.787,"*DCO2015-046  ACCUMAXX,AMS","$1,483.22 ",0,0,5,0,0,19,187.2,0,0,0,0,0,0,LNKA,LNKB
53230,12614,"*DCO2015-046 HOUSING,AIR MOTOR",50,2,0,2,2,1,0,0,M31-143,1.385,*DCO2015-046  1.125  AMS-5640,$0.00 ,0,0,5,0,0,50,72,0,0,0,0,0,0,LNKA,LNKB
53661,12614,"*DCO2015-046 HOUSING,AIR MOTOR",30,3,12.5,151,302,1,0,0,M31-143,1.385,*DCO2015-046  1.125  AMS-5640,$0.00 ,0,0,5,0,0,3,1087.2,0,0,0,0,0,0,LNKA,LNKB
51020,12614,"*DCO2015-046 HOUSING,AIR MOTOR",80,2,0,0,0,1,0,0,M31-143,1.385,*DCO2015-046  1.125  AMS-5640,$0.00 ,0,0,5,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53852,12614,"*DCO2015-046 HOUSING,AIR MOTOR",40,2,1.5,2,2,1,0,0,M31-143,1.385,*DCO2015-046  1.125  AMS-5640,$0.00 ,0,0,5,0,0,50,72,0,0,0,0,0,0,LNKA,LNKB
53661,12538,"*DCO2015-046 HOUSING,AIR MOTOR",30,3,12.5,151,302,1,0,0,M31-009,0.787,"*DCO2015-046  ACCUMAXX,AMS","$1,483.22 ",0,0,5,0,0,3,1087.2,0,0,0,0,0,0,LNKA,LNKB
53852,12507,"*DCO2015-046 MF,AIR REVERSIBLE",40,2,3,3,3,1,0,0,M55-005,0.611,*DCO2015-046 .625 X 1.5 FM BRS,$955.95 ,0,0,5,0,0,33,108,0,0,0,0,0,0,LNKA,LNKB
53218,12507,"*DCO2015-046 MF,AIR REVERSIBLE",20,2,0,0.8,0.8,1,0,0,M55-005,0.611,*DCO2015-046 .625 X 1.5 FM BRS,$955.95 ,0,0,5,0,0,125,28.8,0,0,0,0,0,0,LNKA,LNKB
53852,12507,"*DCO2015-046 MF,AIR REVERSIBLE",30,2,2,4.3,4.3,1,0,0,M55-005,0.611,*DCO2015-046 .625 X 1.5 FM BRS,$955.95 ,0,0,5,0,0,23,154.8,0,0,0,0,0,0,LNKA,LNKB
53852,12507,"*DCO2015-046 MF,AIR REVERSIBLE",50,2,3,9,9,1,0,0,M55-005,0.611,*DCO2015-046 .625 X 1.5 FM BRS,$955.95 ,0,0,5,0,0,11,324,0,0,0,0,0,0,LNKA,LNKB
53230,12507,"*DCO2015-046 MF,AIR REVERSIBLE",60,2,0,5.2,5.2,1,0,0,M55-005,0.611,*DCO2015-046 .625 X 1.5 FM BRS,$955.95 ,0,0,5,0,0,19,187.2,0,0,0,0,0,0,LNKA,LNKB
53633,11157,*DCO2015-166  POPPET ASSEMBLY,35,2,1.5,0.46,0.92,1,0,0,11174,1,"*DCO2017-009  SEAL,POPPET",$529.17 ,0,0,2,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53633,11157,*DCO2015-166  POPPET ASSEMBLY,35,2,1.5,0.46,0.92,1,0,0,11163,1,*DCO2017-009 POPPET SHANK,$529.17 ,0,0,2,0,0,108,33.12,0,0,0,0,0,0,LNKA,LNKB
53852,13978,*DCO2015-272  END FLANGE,50,2,6,14.37,14.37,1,0,0,M15-050,0.4,"*DCO2015-272 1.50,6061-T6 AL","$1,202.96 ",0,0,5,0,0,6,517.32,0,0,0,0,0,0,LNKA,LNKB
53852,13978,*DCO2015-272  END FLANGE,40,2,3,10.58,10.58,1,0,0,M15-050,0.4,"*DCO2015-272 1.50,6061-T6 AL","$1,202.96 ",0,0,5,0,0,9,380.88,0,0,0,0,0,0,LNKA,LNKB
53230,13978,*DCO2015-272  END FLANGE,60,2,0,2.87,2.87,1,0,0,M15-050,0.4,"*DCO2015-272 1.50,6061-T6 AL","$1,202.96 ",0,0,5,0,0,34,103.32,0,0,0,0,0,0,LNKA,LNKB
53218,13978,*DCO2015-272  END FLANGE,20,2,0,2.87,2.87,1,0,0,M15-050,0.4,"*DCO2015-272 1.50,6061-T6 AL","$1,202.96 ",0,0,5,0,0,34,103.32,0,0,0,0,0,0,LNKA,LNKB
53852,13978,*DCO2015-272  END FLANGE,30,2,1,3.79,3.79,1,0,0,M15-050,0.4,"*DCO2015-272 1.50,6061-T6 AL","$1,202.96 ",0,0,5,0,0,26,136.44,0,0,0,0,0,0,LNKA,LNKB
53220,14386,"*DCO2015-272  HOUSING,BARREL",40,2,1,13.8,13.8,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,7,496.8,0,0,0,0,0,0,LNKA,LNKB
53220,14386,"*DCO2015-272  HOUSING,BARREL",50,2,4,28.75,28.75,1,0,0,M17-021,0.754,"*DCO2015-272  2.500 X.500,QQ-A","$2,015.52 ",0,0,7,0,0,3,1035,0,0,0,0,0,0,LNKA,LNKB
