Workcenter,Item Number,Item Desc.,OP,TBC,Setup Hours,Labor Hours,Machine Hrs,SOQ,Projected AU,Prev. AU,Material PN,Material QTY,Material Desc.,Standard Unit Cost,Rolling 12 Months Usage (Actual Sales),Part Weight,Number of Ops,Annual Material Use,MATSUMHLP,Pieces/Hour,Seconds/Piece,Number of Setups,Annual Hours,Annual Setup Hours,Annual Run Hours,Annual Run Hours Based on Rolling 12,Total Annual Hours Rolling 12,DWGA,DWGB
54152,   002227-23,"TEE,BRS 1.87 1.87 1.13",41,4,0,0.02,0.02,78,78,134,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$28.25 ,55,23,6,87.61,14.6,500000,0.01,0.71,0,-0.01,0.01,0.01,0,LNKA,LNKB
53230,   002227-23,"TEE,BRS 1.87 1.87 1.13",50,2,0,0.8,0.8,78,78,134,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$28.25 ,55,23,6,87.61,14.6,125,28.8,0.71,0.44,0,0.44,0.44,0.44,LNKA,LNKB
53218,   002227-23,"TEE,BRS 1.87 1.87 1.13",10,2,0,0.02,0.02,78,78,134,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$28.25 ,55,23,6,87.61,14.6,5000,0.72,0.71,0.01,-0.01,0.02,0.02,0.01,LNKA,LNKB
51020,450113,"TEE,BRS 1.878,1.878,1.878",65,2,0,0,0,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,#DIV/0!,0,0.53,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53218,450113,"TEE,BRS 1.878,1.878,1.878",10,2,0,0.02,0.02,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,5000,0.72,0.53,0,-0.01,0.01,0.01,0,LNKA,LNKB
54110,450113,"TEE,BRS 1.878,1.878,1.878",41,4,0,0.02,0.02,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,500000,0.01,0.53,0,-0.01,0.01,0.01,0,LNKA,LNKB
53614,450113,"TEE,BRS 1.878,1.878,1.878",20,3,2.84,31.63,55,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,18,198,0.53,2.77,1.5,1.27,1.27,2.77,LNKA,LNKB
53230,450113,"TEE,BRS 1.878,1.878,1.878",50,2,0,0.8,0.8,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,125,28.8,0.53,0.18,-0.01,0.19,0.19,0.18,LNKA,LNKB
53910,450113,"TEE,BRS 1.878,1.878,1.878",60,2,0,0.31,0.26,44,0,58,701186,6.806,"ROD,SQ 2.5 C36000   BRS",$34.17 ,23,23,6,0,0,384,9.36,0.53,0.06,0,0.06,0.06,0.06,LNKA,LNKB
54152,   002227-38,"TEE,BRS 1/2 NPT (M)",31,4,0,0.02,0.02,100,248,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$13.78 ,100,5,3,85.31,28.44,500000,0.01,1,0,-0.01,0.01,0.01,0,LNKA,LNKB
53661,   002227-38,"TEE,BRS 1/2 NPT (M)",20,3,2.34,31.63,55,100,248,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$13.78 ,100,5,3,85.31,28.44,18,198,1,7.84,2.34,5.5,5.5,7.84,LNKA,LNKB
53218,   002227-38,"TEE,BRS 1/2 NPT (M)",10,2,0,0.02,0.02,100,248,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$13.78 ,100,5,3,85.31,28.44,5000,0.72,1,0.02,0,0.02,0.02,0.02,LNKA,LNKB
51020,   002227-37,"TEE,BRS 3/16-16 UNF (F)",992,2,0,0,0,193,202,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$11.40 ,0,5,4,52.12,13.03,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53218,   002227-37,"TEE,BRS 3/16-16 UNF (F)",10,2,0,0.02,0.02,193,202,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$11.40 ,0,5,4,52.12,13.03,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
53661,   002227-37,"TEE,BRS 3/16-16 UNF (F)",20,3,2.34,31.63,55,193,202,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$11.40 ,0,5,4,52.12,13.03,18,198,0,0,0,0,0,0,LNKA,LNKB
54152,   002227-37,"TEE,BRS 3/16-16 UNF (F)",31,4,0,0.02,0.02,193,202,1,711032,1.032,"ROD,HEX 1.250 C36000   BRS",$11.40 ,0,5,4,52.12,13.03,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53661,   002227-33,"TEE,BRS 3/8NPT F,0.375,3/8NPTM",20,3,2.34,31.63,55,231,0,1,701288,0.676,"ROD,HEX  1.125 C36000  BRS",$10.01 ,0,4,4,0,0,18,198,0,0,0,0,0,0,LNKA,LNKB
54152,   002227-33,"TEE,BRS 3/8NPT F,0.375,3/8NPTM",31,4,0,0.02,0.02,231,0,1,701288,0.676,"ROD,HEX  1.125 C36000  BRS",$10.01 ,0,4,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
51020,   002227-33,"TEE,BRS 3/8NPT F,0.375,3/8NPTM",992,2,0,0,0,231,0,1,701288,0.676,"ROD,HEX  1.125 C36000  BRS",$10.01 ,0,4,4,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53218,   002227-33,"TEE,BRS 3/8NPT F,0.375,3/8NPTM",10,2,0,0.02,0.02,231,0,1,701288,0.676,"ROD,HEX  1.125 C36000  BRS",$10.01 ,0,4,4,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
54110,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",41,4,0,0.02,0.02,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,500000,0.01,0.4,0,-0.01,0.01,0.01,0,LNKA,LNKB
51020,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",65,2,0,0,0,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,#DIV/0!,0,0.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53218,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",10,2,0,0.02,0.02,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,5000,0.72,0.4,0,-0.01,0.01,0.01,0,LNKA,LNKB
53230,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",50,2,0,0.8,0.8,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,125,28.8,0.4,0.03,-0.01,0.04,0.04,0.03,LNKA,LNKB
53910,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",60,2,0,0.31,0.26,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,384,9.36,0.4,0.01,-0.01,0.02,0.02,0.01,LNKA,LNKB
53614,   458243-11,"TEE,BRS AFM & PFM MANIFOLDS",20,3,2.34,44.28,77,10,0,0,701186,6.426,"ROD,SQ 2.5 C36000   BRS",$71.05 ,4,23,6,0,0,12,277.2,0.4,1.24,0.93,0.31,0.31,1.24,LNKA,LNKB
54110, HP001227-28U,"TEE,BRS; 0.84 0.84 0.84,BRS",21,4,0,0.02,0.02,338,543,-99999999,   001042F,1,"FORG,TEE BRS",$20.96 ,14,2,2,271.5,135.75,500000,0.01,0.05,0,-0.01,0.01,0.01,0,LNKA,LNKB
53614, HP001227-28U,"TEE,BRS; 0.84 0.84 0.84,BRS",10,3,2.58,22.6,39.9,338,543,-99999999,   001042F,1,"FORG,TEE BRS",$20.96 ,14,2,2,271.5,135.75,25,143.64,0.05,0.69,0.13,0.56,0.56,0.69,LNKA,LNKB
54152,   002227-27,"TEE,BRS;0.63 0.50MNPT 0.38",11,4,0,0.02,0.02,752,590,1039,701291,0.843,"ROD,HEX  1.250 C36000  BRS",$9.15 ,664,5,3,165.79,55.26,500000,0.01,0.89,0,-0.01,0.01,0.01,0,LNKA,LNKB
53628,   002227-27,"TEE,BRS;0.63 0.50MNPT 0.38",10,3,2.34,31.63,55,752,590,1039,701291,0.843,"ROD,HEX  1.250 C36000  BRS",$9.15 ,664,5,3,165.79,55.26,18,198,0.89,38.6,2.08,36.52,36.52,38.6,LNKA,LNKB
53218,   002227-27,"TEE,BRS;0.63 0.50MNPT 0.38",5,2,0,0.02,0.02,752,590,1039,701291,0.843,"ROD,HEX  1.250 C36000  BRS",$9.15 ,664,5,3,165.79,55.26,5000,0.72,0.89,0.13,-0.01,0.14,0.14,0.13,LNKA,LNKB
53614, HP001227-9U,"TEE,BRS;0.84 X 0.84 X 0.5 NPTF",10,3,2.5,23.92,41.6,190,0,-99999999,   001042F,1,"FORG,TEE BRS",$22.35 ,0,2,2,0,0,24,149.76,0,0,0,0,0,0,LNKA,LNKB
54110, HP001227-9U,"TEE,BRS;0.84 X 0.84 X 0.5 NPTF",30,4,0,0.02,0.02,190,0,-99999999,   001042F,1,"FORG,TEE BRS",$22.35 ,0,2,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,   002223-3B,"TEE,BRS;1.05 0.75NPT 1.05,BLNK",20,2,0,0.38,0.38,72,0,-99999999,   001042F,1,"FORG,TEE BRS",$24.61 ,71,2,3,0,0,263,13.68,0.99,0.27,0,0.27,0.27,0.27,LNKA,LNKB
53614,   002223-3B,"TEE,BRS;1.05 0.75NPT 1.05,BLNK",10,3,2.34,31.63,55,72,0,-99999999,   001042F,1,"FORG,TEE BRS",$24.61 ,71,2,3,0,0,18,198,0.99,6.22,2.31,3.91,3.91,6.22,LNKA,LNKB
54152,   002223-3B,"TEE,BRS;1.05 0.75NPT 1.05,BLNK",11,4,0,0.02,0.02,72,0,-99999999,   001042F,1,"FORG,TEE BRS",$24.61 ,71,2,3,0,0,500000,0.01,0.99,0,-0.01,0.01,0.01,0,LNKA,LNKB
53218,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",10,2,0,0.02,0.02,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
53230,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",30,2,0,0.8,0.8,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,125,28.8,0,0,0,0,0,0,LNKA,LNKB
53910,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",50,2,0,0.31,0.26,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,384,9.36,0,0,0,0,0,0,LNKA,LNKB
51020,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",55,2,0,0,0,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53614,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",20,3,2.34,38.34,66.67,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,14,240.01,0,0,0,0,0,0,LNKA,LNKB
54110,MVE000013C-4,"TEE,BRS;1.13 X 1.13 X 0.75 NPT",31,4,0,0.02,0.02,3,0,0,701186,5.117,"ROD,SQ 2.5 C36000   BRS",$179.72 ,0,23,6,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54085, PT000100-2,"TEE,BRS;1/4 F X 1/4 F",10,2,7,0.3,0.3,1,0,-99999999,   001059-1F,1,"FORG,TEE BRS","$1,473.47 ",0,0,2,0,0,333,10.8,0,0,0,0,0,0,LNKA,LNKB
54130, PT000100-2,"TEE,BRS;1/4 F X 1/4 F",11,4,0,0.02,0.02,1,0,-99999999,   001059-1F,1,"FORG,TEE BRS","$1,473.47 ",0,0,2,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54130, PT000100-2A,"TEE,BRS;1/4 FM X 1/4 F",11,4,0,0.02,0.02,1,0,-99999999,   001059-1F,1,"FORG,TEE BRS","$1,770.22 ",0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54085, PT000100-2A,"TEE,BRS;1/4 FM X 1/4 F",10,2,7,0.3,0.3,1,0,-99999999,   001059-1F,1,"FORG,TEE BRS","$1,770.22 ",0,0,3,0,0,333,10.8,0,0,0,0,0,0,LNKA,LNKB
53262, PT000100-2A,"TEE,BRS;1/4 FM X 1/4 F",20,2,1.5,0.42,0.42,1,0,-99999999,   001059-1F,1,"FORG,TEE BRS","$1,770.22 ",0,0,3,0,0,238,15.12,0,0,0,0,0,0,LNKA,LNKB
54085, PT000100-1,"TEE,BRS;1/4 M X 1/4 F X 1/8 F",10,2,7,0.3,0.3,1032,0,0,   001059-1F,1,"FORG,TEE BRS",$3.78 ,305,0,2,0,0,333,10.8,0.3,3.02,2.1,0.92,0.92,3.02,LNKA,LNKB
54130, PT000100-1,"TEE,BRS;1/4 M X 1/4 F X 1/8 F",11,4,0,0.02,0.02,1032,0,0,   001059-1F,1,"FORG,TEE BRS",$3.78 ,305,0,2,0,0,500000,0.01,0.3,0,-0.01,0.01,0.01,0,LNKA,LNKB
53262, PT000100-1A,"TEE,BRS;1/4 M X 1/4 F X 3/8 F",20,2,1.5,0.77,0.77,3165,9543,2800,   001059-1F,1,"FORG,TEE BRS",$4.34 ,5562,0,3,3181,1060.33,129,27.72,1.76,45.47,2.64,42.83,42.83,45.47,LNKA,LNKB
54085, PT000100-1A,"TEE,BRS;1/4 M X 1/4 F X 3/8 F",10,2,7,0.3,0.3,3165,9543,2800,   001059-1F,1,"FORG,TEE BRS",$4.34 ,5562,0,3,3181,1060.33,333,10.8,1.76,29.01,12.32,16.69,16.69,29.01,LNKA,LNKB
54130, PT000100-1A,"TEE,BRS;1/4 M X 1/4 F X 3/8 F",11,4,0,0.02,0.02,3165,9543,2800,   001059-1F,1,"FORG,TEE BRS",$4.34 ,5562,0,3,3181,1060.33,500000,0.01,1.76,0.01,-0.01,0.02,0.02,0.01,LNKA,LNKB
53614,SSM000005D-3,"TEE,BRS;BRAZED ASSY",30,3,0.84,44.16,76.8,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,13,276.48,1.65,23.89,1.38,22.51,22.51,23.89,LNKA,LNKB
53910,SSM000005D-3,"TEE,BRS;BRAZED ASSY",60,2,0,0.31,0.26,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,384,9.36,1.65,0.76,-0.01,0.77,0.77,0.76,LNKA,LNKB
51020,SSM000005D-3,"TEE,BRS;BRAZED ASSY",65,2,0,0,0,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,#DIV/0!,0,1.65,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54110,SSM000005D-3,"TEE,BRS;BRAZED ASSY",41,4,0,0.02,0.02,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,500000,0.01,1.65,0,-0.01,0.01,0.01,0,LNKA,LNKB
53230,SSM000005D-3,"TEE,BRS;BRAZED ASSY",50,2,0,0.8,0.8,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,125,28.8,1.65,2.34,-0.01,2.35,2.35,2.34,LNKA,LNKB
53218,SSM000005D-3,"TEE,BRS;BRAZED ASSY",10,2,0,0.02,0.02,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,5000,0.72,1.65,0.06,0,0.06,0.06,0.06,LNKA,LNKB
53614,SSM000005D-3,"TEE,BRS;BRAZED ASSY",20,3,1.84,21.09,36.67,178,178,-99999999,701186,6,"ROD,SQ 2.5 C36000   BRS",$27.74 ,293,23,7,152.57,21.8,27,132.01,1.65,13.78,3.03,10.75,10.75,13.78,LNKA,LNKB
53218,   450084-11,"TEE,BRS;MVE2D-R",10,2,0,0.02,0.02,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
53610,   450084-11,"TEE,BRS;MVE2D-R",30,3,1.34,9.59,16.67,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,59,60.01,0,0,0,0,0,0,LNKA,LNKB
53230,   450084-11,"TEE,BRS;MVE2D-R",40,2,0,1,1,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,100,36,0,0,0,0,0,0,LNKA,LNKB
53910,   450084-11,"TEE,BRS;MVE2D-R",50,2,0,0.31,0.26,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,384,9.36,0,0,0,0,0,0,LNKA,LNKB
51020,   450084-11,"TEE,BRS;MVE2D-R",60,2,0,0,0,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54152,   450084-11,"TEE,BRS;MVE2D-R",31,4,0,0.02,0.02,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53610,   450084-11,"TEE,BRS;MVE2D-R",20,3,1.34,20.53,35.71,95,0,103,701293,1.006,"ROD,HEX  1.375 C36000  BRS",$17.30 ,0,6,7,0,0,28,128.56,0,0,0,0,0,0,LNKA,LNKB
53218,11203,"TEE,SS,9/16-18 MS16142,4730-LL",10,2,0,0.02,0.02,85,0,220,M35-022,0.223,"1.000 X 1.500 304,AMS-5639",$19.15 ,0,0,4,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
54110,11203,"TEE,SS,9/16-18 MS16142,4730-LL",31,4,0,0.02,0.02,85,0,220,M35-022,0.223,"1.000 X 1.500 304,AMS-5639",$19.15 ,0,0,4,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53614,11203,"TEE,SS,9/16-18 MS16142,4730-LL",20,3,2.5,28.75,50,85,0,220,M35-022,0.223,"1.000 X 1.500 304,AMS-5639",$19.15 ,0,0,4,0,0,20,180,0,0,0,0,0,0,LNKA,LNKB
53230,11203,"TEE,SS,9/16-18 MS16142,4730-LL",30,2,0,3.45,3.45,85,0,220,M35-022,0.223,"1.000 X 1.500 304,AMS-5639",$19.15 ,0,0,4,0,0,28,124.2,0,0,0,0,0,0,LNKA,LNKB
51030,   002227-41,"TEE,SSTL;0.625 X 0.375 X .050",9,2,0,0,0,86,105,2,   701650-125,0.824,"ROD,HEX 1.250 S30400  SSTL",$13.38 ,91,5,4,21.63,5.41,#DIV/0!,0,1.06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53661,   002227-41,"TEE,SSTL;0.625 X 0.375 X .050",10,3,2.25,27.72,48.2,86,105,2,   701650-125,0.824,"ROD,HEX 1.250 S30400  SSTL",$13.38 ,91,5,4,21.63,5.41,20,173.52,1.06,6.77,2.38,4.39,4.39,6.77,LNKA,LNKB
54152,   002227-41,"TEE,SSTL;0.625 X 0.375 X .050",21,4,0,0.02,0.02,86,105,2,   701650-125,0.824,"ROD,HEX 1.250 S30400  SSTL",$13.38 ,91,5,4,21.63,5.41,500000,0.01,1.06,0,-0.01,0.01,0.01,0,LNKA,LNKB
53218,   002227-41,"TEE,SSTL;0.625 X 0.375 X .050",5,2,0,0.02,0.02,86,105,2,   701650-125,0.824,"ROD,HEX 1.250 S30400  SSTL",$13.38 ,91,5,4,21.63,5.41,5000,0.72,1.06,0.02,0,0.02,0.02,0.02,LNKA,LNKB
53661,   002227-43,"TEE,SSTL;1.00"" FILL MANIFOLD",10,3,2.25,37.2,64.7,23,0,0,   701650-137,1.941,"ROD,HEX 1.375 S30400  SSTL",$33.17 ,0,0,3,0,0,15,232.92,0,0,0,0,0,0,LNKA,LNKB
53218,   002227-43,"TEE,SSTL;1.00"" FILL MANIFOLD",5,2,0,0.02,0.02,23,0,0,   701650-137,1.941,"ROD,HEX 1.375 S30400  SSTL",$33.17 ,0,0,3,0,0,5000,0.72,0,0,0,0,0,0,LNKA,LNKB
54152,   002227-43,"TEE,SSTL;1.00"" FILL MANIFOLD",21,4,0,0.02,0.02,23,0,0,   701650-137,1.941,"ROD,HEX 1.375 S30400  SSTL",$33.17 ,0,0,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54152,   002227-42,"TEE,SSTL;1.50"" MANIFOLD KIT",21,4,0,0.02,0.02,165,446,2,701685,1.941,"ROD,HEX 1.875 S30300   SSTL",$16.93 ,91,10,3,288.56,96.19,500000,0.01,0.56,0,-0.01,0.01,0.01,0,LNKA,LNKB
53661,   002227-42,"TEE,SSTL;1.50"" MANIFOLD KIT",10,3,2.25,37.2,64.7,165,446,2,701685,1.941,"ROD,HEX 1.875 S30300   SSTL",$16.93 ,91,10,3,288.56,96.19,15,232.92,0.56,7.15,1.26,5.89,5.89,7.15,LNKA,LNKB
53218,   002227-42,"TEE,SSTL;1.50"" MANIFOLD KIT",5,2,0,0.02,0.02,165,446,2,701685,1.941,"ROD,HEX 1.875 S30300   SSTL",$16.93 ,91,10,3,288.56,96.19,5000,0.72,0.56,0.02,0,0.02,0.02,0.02,LNKA,LNKB
51030,   002227-40,"TEE,SSTL;CHART MANIFOLD KIT",9,2,0,0,0,21,592,0,   701650-125,0.907,"ROD,HEX 1.250 S30400  SSTL",$31.69 ,252,5,4,134.24,33.56,#DIV/0!,0,12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54110,   002227-40,"TEE,SSTL;CHART MANIFOLD KIT",11,4,0,0.02,0.02,21,592,0,   701650-125,0.907,"ROD,HEX 1.250 S30400  SSTL",$31.69 ,252,5,4,134.24,33.56,500000,0.01,12,0,-0.01,0.01,0.01,0,LNKA,LNKB
53661,   002227-40,"TEE,SSTL;CHART MANIFOLD KIT",10,3,2.34,31.63,55,21,592,0,   701650-125,0.907,"ROD,HEX 1.250 S30400  SSTL",$31.69 ,252,5,4,134.24,33.56,18,198,12,41.94,28.08,13.86,13.86,41.94,LNKA,LNKB
53218,   002227-40,"TEE,SSTL;CHART MANIFOLD KIT",5,2,0,0.02,0.02,21,592,0,   701650-125,0.907,"ROD,HEX 1.250 S30400  SSTL",$31.69 ,252,5,4,134.24,33.56,5000,0.72,12,0.05,-0.01,0.06,0.06,0.05,LNKA,LNKB
51020,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,35,2,0,0,0,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,#DIV/0!,0,0.92,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
53614,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,20,3,1.5,12.65,22,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,45,79.2,0.92,4.77,1.38,3.39,3.39,4.77,LNKA,LNKB
53614,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,21,3,1.5,35.94,62.5,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,16,225,0.92,11.01,1.38,9.63,9.63,11.01,LNKA,LNKB
53910,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,30,2,0,0.31,0.31,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,322,11.16,0.92,0.48,0,0.48,0.48,0.48,LNKA,LNKB
53218,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,10,2,0,0.02,0.02,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,5000,0.72,0.92,0.03,-0.01,0.04,0.04,0.03,LNKA,LNKB
54150,MVE000005D-3,TEE;1.87 DIA X 1.13 BRS,22,4,0,0.02,0.02,169,352,273,701186,6.739,"ROD,SQ 2.5 C36000   BRS",$34.61 ,154,23,6,395.35,65.89,500000,0.01,0.92,0,-0.01,0.01,0.01,0,LNKA,LNKB
54110,  X009464-1,"TEMPNONE BODY,MACH BRS",11,4,0,0.02,0.02,1916,0,0,   009445-1F,1,"FORG,BODY BRS",$8.07 ,0,1,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
54085,  X009464-1,"TEMPNONE BODY,MACH BRS",10,2,5.34,0.3,0.26,1916,0,0,   009445-1F,1,"FORG,BODY BRS",$8.07 ,0,1,3,0,0,384,9.36,0,0,0,0,0,0,LNKA,LNKB
51270,  X009464-1,"TEMPNONE BODY,MACH BRS",999,2,0,0,0,1916,0,0,   009445-1F,1,"FORG,BODY BRS",$8.07 ,0,1,3,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,LNKA,LNKB
54110,9439,"THREAD RING,SSTL;0.650 ID",25,4,0,0.02,0.02,237,0,200,711108,0.022,"ROD,RD  1.000 S30300SSTLFC",$9.36 ,0,3,3,0,0,500000,0.01,0,0,0,0,0,0,LNKA,LNKB
53230,9439,"THREAD RING,SSTL;0.650 ID",30,2,0,1.15,1.15,237,0,200,711108,0.022,"ROD,RD  1.000 S30300SSTLFC",$9.36 ,0,3,3,0,0,86,41.4,0,0,0,0,0,0,LNKA,LNKB
53690,9439,"THREAD RING,SSTL;0.650 ID",20,3,4,11.5,23,237,0,200,711108,0.022,"ROD,RD  1.000 S30300SSTLFC",$9.36 ,0,3,3,0,0,43,82.8,0,0,0,0,0,0,LNKA,LNKB
53612,13974,"THRUST RING,BRS 1.50 ID LNG",30,3,4,11.21,19.5,232,232,80,701244,0.141,"ROD,RD  1.750 C36000 BRS RED",$5.79 ,89,9,3,10.9,3.63,51,70.2,0.39,3.3,1.56,1.74,1.74,3.3,LNKA,LNKB
53218,13974,"THRUST RING,BRS 1.50 ID LNG",20,2,0,0.02,0.02,232,232,80,701244,0.141,"ROD,RD  1.750 C36000 BRS RED",$5.79 ,89,9,3,10.9,3.63,5000,0.72,0.39,0.02,0,0.02,0.02,0.02,LNKA,LNKB
54110,13974,"THRUST RING,BRS 1.50 ID LNG",31,4,0,0.02,0.02,232,232,80,701244,0.141,"ROD,RD  1.750 C36000 BRS RED",$5.79 ,89,9,3,10.9,3.63,500000,0.01,0.39,0,-0.01,0.01,0.01,0,LNKA,LNKB
53230,14013,"TIP. POPPET,NOZ,LNG FILL",30,2,0,1.15,1.15,278,278,156,711108,0.33,"ROD,RD  1.000 S30300SSTLFC",$13.71 ,269,3,3,30.58,10.19,86,41.4,0.97,3.09,-0.01,3.1,3.1,3.09,LNKA,LNKB
